0.0625954	28.1939	9.67023	40.458	29.2656	24.0061	17.5237	44.8214	41.1634	37.3496	8.70992	42.9695	35.5435	25.6901	15.2076	0.749618	
4.57252	18.2321	7.36947	8.29924	49.4519	22.2962	5.95725	0.233588	0.445802	18.9038	26.5969	28.574	30.1038	30.374	8.31603	33.1695	
22.5511	17.6153	2.85344	30.4	39.1863	40.1511	26.0076	15.1053	43.8214	36.3527	47.8198	46.3099	26.9817	7.12061	23.116	11.7725	
43.1343	10.4855	39.0031	42.2046	49.8657	50.0107	30.5908	19.6321	13.3176	14.8718	42.029	1.18779	18.8031	4.63359	33.8779	2.81221	
0.439695	45.9634	13.8015	13.6519	29.4107	34.5771	41.9023	36.3435	24.2595	10.2733	37.2061	23.4351	22.9099	47.4824	37.2412	5.41679	
29.9679	19.2718	36.7695	30.4641	28.6351	18.0763	7.58168	11.2611	21.2687	40.1649	25.8687	49.5252	37.5969	17.287	8.45343	32.8824	
24.6076	3.17863	35.0061	25.2534	7.37863	47.5038	7.08244	45.2794	34.6626	15.1603	21.3389	3.52061	48.3557	34.1771	7.66565	43.8855	
41.1053	29.1176	9.57252	8.89924	40.8809	23.7756	7.78168	25.2092	36.6198	20.2901	13.9863	28.4519	34.1298	37.8122	36.1145	23.7771	
6.1542	18.4	41.7557	1.75573	25.8641	33.1664	21.3221	5.23664	47.4916	46.0931	27.4916	17.3084	23.5985	18.7588	42.371	15.8519	
22.8168	13.6015	49.174	14.8977	36.9786	28.3786	9.80458	38.0855	41.9939	19.8931	25.058	44.5313	1.37405	49.7573	28.6443	2.52672	
26.5802	9.7084	42.174	31.3542	32.8977	9.89771	42.1298	6.16947	5.49924	37.1756	15.7115	47.0779	14.3115	16.8244	7.01679	36.6733	
41.7527	35.4183	30.0275	37.3802	12.6427	7.22748	0.080916	3.05191	40.3328	42.6534	10.5344	5.78321	27.6748	0.712977	5.6916	22.7374	
37.6305	34.3252	27.1863	3.69618	21.8473	10.1023	34.829	14.5252	21.8458	11.6275	28.9084	26.6427	31.4504	8.01374	25.2198	48.1771	
34.8061	46.2641	9.50229	16.8061	8.92214	49.7847	22.884	49.9267	4.87786	31.2748	4.72214	21.8977	46.6	2.4229	44.7542	14.5084	
11.371	38.4733	20.5466	10.1038	31.4198	30.2229	22.5924	23.3298	29.9069	31.7527	42.7618	41.4611	31.255	36.0641	28.3023	18.7664	
9.21832	36.9145	27.771	45.2779	12.1496	9.45191	30.2519	34.9435	29.2458	17.574	24.7359	4.02137	37.0565	30.6183	31.0351	34.574	
